Start Date:,19-04-2025_11.35.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bench number:,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer name:,FRF23050189,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test equipment:,CM.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Script name:,Endurance_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,
Script version:,0.0d,,,,,,,,,,,,,,,,,,,,,,,,,,,
Script path:,*DAG_Displays:\Test_Group\SYS.5_System_Test\Env_Tests\BR_223\Climatic_Tests\Endurance_Test,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test operator name:,Daniel Lobato,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Request: ,TR.EL24.06823,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test name: ,3_PTL - ENV,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part number: ,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLIMS number: ,SS 1#9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW Version: ,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
HW Version: ,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Criteria: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode High Value Range - 13.5V: ,2.06[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode Low Value Range - 13.5: ,0.98[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode High Value Range - 17V: ,1.632[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode Low Value Range - 17V: ,0.78[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode High Value Range - 8V: ,3.58[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Wake Mode Low Value Range - 8V: ,1.69[A],,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Value Sleep Mode: ,100[mA],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No:, Date & Time, DUT Mode, Probe of Humidity(%),Probe of Temperature(°C), Dry contact value, Reference Voltage(V),Current[A],Current[A] Status, CAN_status,CID_Display_Temp_Status, CDD_Display_Temp_Status,CID ON/OFF, CDD ON/OFF, CID_BackLight , CDD_BackLight, CID_X_Coordinates, CID_Y_Coordinates, CDD_X_Coordinates, CDD_Y_Coordinates, Light_Sensor_On, Light_Sensor_Off, Temp_1,Temp_2, Watchdog_reset, Hardware_reset, Power_reset, Clock_reset, DTC Stored
1,19/04/2025  11:53:11,Wake Mode,45.6,21.4,5/Operating Max Mode,13.5,2.864129,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
2,19/04/2025  11:59:06,Wake Mode,42.6,22.7,1/Parking Off,13.5,2.860531,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
3,19/04/2025  12:00:27,Sleep Mode,42.2,22.9,3/Operating Max Mode,12.5,3.89828E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
4,19/04/2025  12:06:58,Wake Mode,32.4,23.2,3/Operating Max Mode,6,1.626904,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,TRUE,TRUE,-1,-1,-1,-1,-1
5,19/04/2025  12:12:53,Wake Mode,26.7,23.2,6/Operating Min Mode,6,1.627482,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,TRUE,TRUE,-1,-1,-1,-1,-1
6,19/04/2025  12:18:48,Wake Mode,22.9,23.2,6/Operating Min Mode,16,2.415036,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
7,19/04/2025  12:24:44,Wake Mode,18.8,20.5,1/Parking Off,16,2.411211,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
8,19/04/2025  12:26:05,Sleep Mode,16.9,18.5,1/Parking Off,12.5,4.03864E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
9,19/04/2025  12:27:10,Sleep Mode,13.6,16.6,1/Parking Off,12.5,4.05845E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
10,19/04/2025  12:28:14,Sleep Mode,12.6,14.6,1/Parking Off,12.5,4.15403E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
11,19/04/2025  12:29:19,Sleep Mode,11.3,12.4,1/Parking Off,12.5,4.24273E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
12,19/04/2025  12:30:24,Sleep Mode,9.7,10.1,1/Parking Off,12.5,3.83025E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
13,19/04/2025  12:31:29,Sleep Mode,8.8,7.8,1/Parking Off,12.5,4.33659E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
14,19/04/2025  12:32:34,Sleep Mode,8.1,5.5,1/Parking Off,12.5,0.000040085,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
15,19/04/2025  12:33:38,Sleep Mode,7.7,3.2,1/Parking Off,12.5,4.33917E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
16,19/04/2025  12:34:43,Sleep Mode,7.5,0.8,1/Parking Off,12.5,4.02228E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
17,19/04/2025  12:35:43,Sleep Mode,7.4,-1.3,1/Parking Off,12.5,4.07567E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
18,19/04/2025  12:36:48,Sleep Mode,7.5,-3.4,1/Parking Off,12.5,3.81992E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
19,19/04/2025  12:37:53,Sleep Mode,7.5,-5.6,1/Parking Off,12.5,4.28148E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
20,19/04/2025  12:38:58,Sleep Mode,7.6,-7.7,1/Parking Off,12.5,3.98095E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
21,19/04/2025  12:39:58,Sleep Mode,7.7,-9.5,1/Parking Off,12.5,3.99214E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
22,19/04/2025  12:41:03,Sleep Mode,7.8,-11.5,1/Parking Off,12.5,4.18676E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
23,19/04/2025  12:42:03,Sleep Mode,8,-13.3,1/Parking Off,12.5,0.000039267,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
24,19/04/2025  12:43:08,Sleep Mode,8.2,-15.2,1/Parking Off,12.5,3.85609E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
25,19/04/2025  12:44:12,Sleep Mode,8.5,-17.1,1/Parking Off,12.5,3.87503E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
26,19/04/2025  12:45:17,Sleep Mode,8.7,-18.9,1/Parking Off,12.5,0.000038957,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
27,19/04/2025  12:46:22,Sleep Mode,8.9,-20.6,1/Parking Off,12.5,3.88536E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
28,19/04/2025  12:47:27,Sleep Mode,9.2,-22.4,1/Parking Off,12.5,3.90431E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
29,19/04/2025  12:48:32,Sleep Mode,9.5,-24.2,1/Parking Off,12.5,3.93531E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
30,19/04/2025  12:49:36,Sleep Mode,9.8,-25.9,1/Parking Off,12.5,0.000037872,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
31,19/04/2025  12:50:41,Sleep Mode,10.1,-27.7,1/Parking Off,12.5,3.96287E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
32,19/04/2025  12:51:46,Sleep Mode,10.3,-29.3,1/Parking Off,12.5,3.88106E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
33,19/04/2025  12:52:51,Sleep Mode,10.6,-30.9,1/Parking Off,12.5,4.09203E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
34,19/04/2025  12:53:56,Sleep Mode,10.9,-32.3,1/Parking Off,12.5,3.84489E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
35,19/04/2025  12:55:01,Sleep Mode,11.3,-33.7,1/Parking Off,12.5,3.81131E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
36,19/04/2025  12:56:00,Sleep Mode,11.5,-34.7,1/Parking Off,12.5,3.79667E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
37,19/04/2025  12:57:05,Sleep Mode,11.8,-35.7,1/Parking Off,12.5,3.90603E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
38,19/04/2025  12:58:10,Sleep Mode,12.1,-36.5,1/Parking Off,12.5,3.76739E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
39,19/04/2025  12:59:15,Sleep Mode,12.4,-37.3,1/Parking Off,12.5,4.04726E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
40,19/04/2025  13:00:20,Sleep Mode,12.8,-38,1/Parking Off,12.5,3.82767E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
41,19/04/2025  13:01:24,Sleep Mode,13.2,-38.5,1/Parking Off,12.5,3.78978E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
42,19/04/2025  13:02:29,Sleep Mode,13.7,-38.9,1/Parking Off,12.5,0.00003776,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
43,19/04/2025  13:03:34,Sleep Mode,14.3,-39.2,1/Parking Off,12.5,3.73122E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
44,19/04/2025  13:04:39,Sleep Mode,14.8,-39.5,1/Parking Off,12.5,3.75275E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
45,19/04/2025  13:05:43,Sleep Mode,15.4,-39.6,1/Parking Off,12.5,4.11614E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
46,19/04/2025  13:06:48,Sleep Mode,16,-39.8,1/Parking Off,12.5,3.82767E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
47,19/04/2025  13:07:53,Sleep Mode,16.6,-39.9,5/Operating Max Mode,12.5,3.69247E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
48,19/04/2025  13:14:25,Wake Mode,20.6,-40.1,5/Operating Max Mode,13.5,2.934568,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
49,19/04/2025  13:20:21,Wake Mode,24,-39.9,3/Operating Max Mode,13.5,2.940666,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
50,19/04/2025  13:26:15,Wake Mode,26.9,-40,3/Operating Max Mode,6,1.665781,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,TRUE,TRUE,-1,-1,-1,-1,-1
51,19/04/2025  13:32:12,Wake Mode,29.3,-40.1,6/Operating Min Mode,6,1.667429,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,TRUE,TRUE,-1,-1,-1,-1,-1
52,19/04/2025  13:38:08,Wake Mode,31.6,-40,6/Operating Min Mode,16,2.488548,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
53,19/04/2025  13:44:04,Wake Mode,38.3,-37.6,1/Parking Off,16,2.481607,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
54,19/04/2025  13:45:27,Sleep Mode,42.6,-35.9,1/Parking Off,12.5,3.93531E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
55,19/04/2025  13:46:28,Sleep Mode,46.3,-34.4,1/Parking Off,12.5,3.67008E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
56,19/04/2025  13:47:29,Sleep Mode,50.4,-32.6,1/Parking Off,12.5,3.66406E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
57,19/04/2025  13:48:31,Sleep Mode,54.7,-30.8,1/Parking Off,12.5,4.10237E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
58,19/04/2025  13:49:33,Sleep Mode,59.8,-28.8,1/Parking Off,12.5,3.62014E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
59,19/04/2025  13:50:32,Sleep Mode,65.1,-26.8,1/Parking Off,12.5,3.67095E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
60,19/04/2025  13:51:37,Sleep Mode,70.5,-24.5,1/Parking Off,12.5,4.04639E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
61,19/04/2025  13:52:42,Sleep Mode,75.1,-22,1/Parking Off,12.5,3.62617E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
62,19/04/2025  13:53:47,Sleep Mode,78,-19.6,1/Parking Off,12.5,4.21603E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
63,19/04/2025  13:54:51,Sleep Mode,78,-17,1/Parking Off,12.5,3.80786E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
64,19/04/2025  13:55:56,Sleep Mode,76.4,-14.5,1/Parking Off,12.5,3.76481E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
65,19/04/2025  13:57:01,Sleep Mode,73.2,-12,1/Parking Off,12.5,3.83886E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
66,19/04/2025  13:58:06,Sleep Mode,69,-9.4,1/Parking Off,12.5,3.80011E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
67,19/04/2025  13:59:11,Sleep Mode,64.8,-6.9,1/Parking Off,12.5,3.91378E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
68,19/04/2025  14:00:15,Sleep Mode,60.9,-4.3,1/Parking Off,12.5,3.81475E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
69,19/04/2025  14:01:21,Sleep Mode,56.9,-1.8,1/Parking Off,12.5,3.91034E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
70,19/04/2025  14:02:20,Sleep Mode,53.3,0.6,1/Parking Off,12.5,3.76825E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
71,19/04/2025  14:03:25,Sleep Mode,50.6,2.7,1/Parking Off,12.5,3.85092E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
72,19/04/2025  14:04:30,Sleep Mode,49.5,4.3,1/Parking Off,12.5,3.86556E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
73,19/04/2025  14:05:35,Sleep Mode,48.5,5.9,1/Parking Off,12.5,3.87848E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
74,19/04/2025  14:06:40,Sleep Mode,47.3,7.5,1/Parking Off,12.5,4.17642E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
75,19/04/2025  14:07:45,Sleep Mode,45.7,9,1/Parking Off,12.5,3.88967E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
76,19/04/2025  14:08:50,Sleep Mode,44.1,10.5,1/Parking Off,12.5,3.89398E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
77,19/04/2025  14:09:55,Sleep Mode,42.9,11.9,1/Parking Off,12.5,3.95684E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
78,19/04/2025  14:10:59,Sleep Mode,42.1,13.1,1/Parking Off,12.5,4.09376E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
79,19/04/2025  14:12:04,Sleep Mode,41.7,14.2,1/Parking Off,12.5,4.03778E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
80,19/04/2025  14:13:04,Sleep Mode,41.6,15.1,1/Parking Off,12.5,4.23153E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
81,19/04/2025  14:14:09,Sleep Mode,41.6,16,1/Parking Off,12.5,0.000039267,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
82,19/04/2025  14:15:14,Sleep Mode,41.8,16.7,1/Parking Off,12.5,3.94736E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
83,19/04/2025  14:16:19,Sleep Mode,42.1,17.3,1/Parking Off,12.5,4.00075E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
84,19/04/2025  14:17:24,Sleep Mode,42.4,17.9,1/Parking Off,12.5,4.14714E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
85,19/04/2025  14:18:23,Sleep Mode,42.7,18.4,1/Parking Off,12.5,0.000039465,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
86,19/04/2025  14:19:28,Sleep Mode,43.1,18.8,1/Parking Off,12.5,4.23153E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
87,19/04/2025  14:20:33,Sleep Mode,43.5,19.1,1/Parking Off,12.5,0.000040197,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
88,19/04/2025  14:21:38,Sleep Mode,44,19.5,1/Parking Off,12.5,3.96631E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
89,19/04/2025  14:22:43,Sleep Mode,44.5,19.8,1/Parking Off,12.5,3.98009E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
90,19/04/2025  14:23:47,Sleep Mode,45.1,20,1/Parking Off,12.5,3.97923E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
91,19/04/2025  14:24:52,Sleep Mode,45.7,20.3,1/Parking Off,12.5,4.08256E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
92,19/04/2025  14:25:57,Sleep Mode,46.3,20.5,1/Parking Off,12.5,3.99989E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
93,19/04/2025  14:27:02,Sleep Mode,46.8,20.7,5/Operating Max Mode,12.5,4.07998E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,60,60,TRUE,TRUE,-1,-1,-1,-1,-1
94,19/04/2025  14:33:32,Wake Mode,51.3,21.7,5/Operating Max Mode,13.5,2.882252,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
95,19/04/2025  14:39:28,Wake Mode,51.5,22.3,3/Operating Max Mode,13.5,2.872286,NOK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,TRUE,TRUE,-1,-1,-1,-1,-1
96,19/04/2025  14:45:23,Wake Mode,51.1,22.7,3/Operating Max Mode,6,1.208086,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,FALSE,FALSE,-1,-1,-1,-1,-1
97,19/04/2025  14:51:18,Wake Mode,49.5,22.9,6/Operating Min Mode,6,1.001494,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,0,0,FALSE,FALSE,-1,-1,-1,-1,-1
98,19/04/2025  14:57:13,Wake Mode,45.3,23,6/Operating Min Mode,16,1.082793,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,TRUE,-1,-1,-1,-1,-1
99,19/04/2025  15:03:09,Wake Mode,40.7,24.5,1/Parking Off,16,1.06976,NOK - Different Voltage,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
100,19/04/2025  15:04:31,Sleep Mode,38.6,25.9,1/Parking Off,12.5,0.000038535,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
101,19/04/2025  15:05:35,Sleep Mode,36.5,27.2,1/Parking Off,12.5,3.96114E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
102,19/04/2025  15:06:40,Sleep Mode,34.1,28.7,1/Parking Off,12.5,3.90259E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
103,19/04/2025  15:07:45,Sleep Mode,31.5,30.4,1/Parking Off,12.5,4.27373E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
104,19/04/2025  15:08:49,Sleep Mode,28.7,32.4,1/Parking Off,12.5,4.05242E-05,OK,0,NORM_OPTRN,NORM_OPTRN,1,1,1,1,0,0,0,0,70,70,FALSE,FALSE,-1,-1,-1,-1,-1
