Name of the script:,Incoming_Test(5_point_Meas)_Bench25,,,,,,,,,,,,,,,,,,,
Start Date:,1/16/2024 16:40,,,,,,,,,,,,,,,,,,,
S/N :,109660701,,,,,,,,,,,,,,,,,,,
Operator Name:,ErikNakov,,,,,,,,,,,,,,,,,,,
DUT Var:,DN5,,,,,,,,,,,,,,,,,,,
Description of this test:,IncommingTest_5-points,,,,,,,,,,,,,,,,,,,
DUT Ref:,DUT1#1_DN7(7-inch),,,,,,,,,,,,,,,,,,,
No.,Date Time, Mode,Humidity, Temperature,Voltage_Ref,Time,Current (A) ,Time, Sence (V),Time,CANStatus,Time,DTC,Time,Reset counter,Cause,Time,Bouton_IN (CAFR or LKA),Bouton_OUT (STT),Dimming
92,1/16/2024 19:18,Off Mode,73.2,22.3,0,1/16/2024 19:17,0.000044,1/16/2024 19:17,0,1/16/2024 19:17,-1,1/16/2024 19:17,,1/16/2024 19:17,-2,No response,1/16/2024 19:17,Inactive,Active,0
93,1/16/2024 19:20,Off Mode,73.6,22.3,0,1/16/2024 19:19,0.000044,1/16/2024 19:19,0,1/16/2024 19:18,-1,1/16/2024 19:18,,1/16/2024 19:18,-2,No response,1/16/2024 19:19,Inactive,Active,0
94,1/16/2024 19:22,Off Mode,73.7,22.4,0,1/16/2024 19:20,0.000042,1/16/2024 19:20,0,1/16/2024 19:20,-1,1/16/2024 19:20,,1/16/2024 19:20,-2,No response,1/16/2024 19:20,Inactive,Active,0
95,1/16/2024 19:23,Off Mode,73.8,22.4,0,1/16/2024 19:22,0.000046,1/16/2024 19:22,0,1/16/2024 19:22,-1,1/16/2024 19:22,,1/16/2024 19:22,-2,No response,1/16/2024 19:22,Inactive,Active,0
96,1/16/2024 19:25,Off Mode,73.7,22.5,0,1/16/2024 19:24,0.000044,1/16/2024 19:24,0,1/16/2024 19:24,-1,1/16/2024 19:23,,1/16/2024 19:23,-2,No response,1/16/2024 19:24,Inactive,Active,0
97,1/16/2024 19:27,Off Mode,74,22.4,0,1/16/2024 19:25,0.000044,1/16/2024 19:25,0,1/16/2024 19:25,-1,1/16/2024 19:25,,1/16/2024 19:25,-2,No response,1/16/2024 19:25,Inactive,Active,0
98,1/16/2024 19:28,Off Mode,74.2,22.4,0,1/16/2024 19:27,0.000044,1/16/2024 19:27,0,1/16/2024 19:27,-1,1/16/2024 19:27,,1/16/2024 19:27,-2,No response,1/16/2024 19:27,Inactive,Active,0
99,1/16/2024 19:30,Wake Mode,72.7,22.4,14,1/16/2024 19:29,0.162221,1/16/2024 19:29,0,1/16/2024 19:29,0,1/16/2024 19:29,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 19:29,0,Default Value,1/16/2024 19:29,Inactive,Active,1
100,1/16/2024 19:32,Wake Mode,69.5,22.3,14,1/16/2024 19:30,0.246988,1/16/2024 19:30,0,1/16/2024 19:29,0,1/16/2024 19:29,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 19:29,0,Default Value,1/16/2024 19:29,Inactive,Active,50
101,1/16/2024 19:33,Wake Mode,67.3,22.3,14,1/16/2024 19:32,0.328872,1/16/2024 19:32,0,1/16/2024 19:29,0,1/16/2024 19:29,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 19:29,0,Default Value,1/16/2024 19:29,Inactive,Active,100
102,1/16/2024 19:35,Off Mode,64.3,22.4,0,1/16/2024 19:34,0.000044,1/16/2024 19:34,0,1/16/2024 19:34,-1,1/16/2024 19:33,,1/16/2024 19:34,-2,No response,1/16/2024 19:34,Inactive,Active,0
103,1/16/2024 19:37,Off Mode,59.9,23.7,0,1/16/2024 19:36,0.00005,1/16/2024 19:36,0,1/16/2024 19:35,-1,1/16/2024 19:35,,1/16/2024 19:35,-2,No response,1/16/2024 19:35,Inactive,Active,0
104,1/16/2024 19:39,Off Mode,54.4,26,0,1/16/2024 19:37,0.000046,1/16/2024 19:37,0,1/16/2024 19:37,-1,1/16/2024 19:37,,1/16/2024 19:37,-2,No response,1/16/2024 19:37,Inactive,Active,0
105,1/16/2024 19:40,Off Mode,48.8,28.8,0,1/16/2024 19:39,0.000044,1/16/2024 19:39,0,1/16/2024 19:39,-1,1/16/2024 19:39,,1/16/2024 19:39,-2,No response,1/16/2024 19:39,Inactive,Active,0
106,1/16/2024 19:42,Off Mode,43.3,31.7,0,1/16/2024 19:41,0.000046,1/16/2024 19:41,0,1/16/2024 19:40,-1,1/16/2024 19:40,,1/16/2024 19:40,-2,No response,1/16/2024 19:41,Inactive,Active,0
107,1/16/2024 19:44,Off Mode,38.4,34.9,0,1/16/2024 19:42,0.000046,1/16/2024 19:42,0,1/16/2024 19:42,-1,1/16/2024 19:42,,1/16/2024 19:42,-2,No response,1/16/2024 19:42,Inactive,Active,0
108,1/16/2024 19:45,Off Mode,33.9,38.1,0,1/16/2024 19:44,0.000044,1/16/2024 19:44,0,1/16/2024 19:44,-1,1/16/2024 19:44,,1/16/2024 19:44,-2,No response,1/16/2024 19:44,Inactive,Active,0
109,1/16/2024 19:47,Off Mode,29.7,41.2,0,1/16/2024 19:46,0.000045,1/16/2024 19:46,0,1/16/2024 19:46,-1,1/16/2024 19:46,,1/16/2024 19:46,-2,No response,1/16/2024 19:46,Inactive,Active,0
110,1/16/2024 19:49,Off Mode,25.9,44.5,0,1/16/2024 19:48,0.000043,1/16/2024 19:48,0,1/16/2024 19:47,-1,1/16/2024 19:47,,1/16/2024 19:47,-2,No response,1/16/2024 19:47,Inactive,Active,0
111,1/16/2024 19:51,Off Mode,22.6,47.7,0,1/16/2024 19:49,0.000043,1/16/2024 19:49,0,1/16/2024 19:49,-1,1/16/2024 19:49,,1/16/2024 19:49,-2,No response,1/16/2024 19:49,Inactive,Active,0
112,1/16/2024 19:52,Off Mode,19.8,50.9,0,1/16/2024 19:51,0.000042,1/16/2024 19:51,0,1/16/2024 19:51,-1,1/16/2024 19:51,,1/16/2024 19:51,-2,No response,1/16/2024 19:51,Inactive,Active,0
113,1/16/2024 19:54,Off Mode,17.4,54.2,0,1/16/2024 19:53,0.000043,1/16/2024 19:53,0,1/16/2024 19:52,-1,1/16/2024 19:52,,1/16/2024 19:52,-2,No response,1/16/2024 19:53,Inactive,Active,0
114,1/16/2024 19:56,Off Mode,15.4,57.4,0,1/16/2024 19:54,0.000043,1/16/2024 19:54,0,1/16/2024 19:54,-1,1/16/2024 19:54,,1/16/2024 19:54,-2,No response,1/16/2024 19:54,Inactive,Active,0
115,1/16/2024 19:57,Off Mode,13.7,60.8,0,1/16/2024 19:56,0.000042,1/16/2024 19:56,0,1/16/2024 19:56,-1,1/16/2024 19:56,,1/16/2024 19:56,-2,No response,1/16/2024 19:56,Inactive,Active,0
116,1/16/2024 19:59,Off Mode,12.1,64.1,0,1/16/2024 19:58,0.000046,1/16/2024 19:58,0,1/16/2024 19:58,-1,1/16/2024 19:58,,1/16/2024 19:58,-2,No response,1/16/2024 19:58,Inactive,Active,0
117,1/16/2024 20:01,Off Mode,10.8,67.4,0,1/16/2024 20:00,0.000045,1/16/2024 20:00,0,1/16/2024 19:59,-1,1/16/2024 19:59,,1/16/2024 19:59,-2,No response,1/16/2024 20:00,Inactive,Active,0
118,1/16/2024 20:03,Off Mode,9.7,70.7,0,1/16/2024 20:01,0.000041,1/16/2024 20:01,0,1/16/2024 20:01,-1,1/16/2024 20:01,,1/16/2024 20:01,-2,No response,1/16/2024 20:01,Inactive,Active,0
119,1/16/2024 20:04,Off Mode,9,74,0,1/16/2024 20:03,0.000047,1/16/2024 20:03,0,1/16/2024 20:03,-1,1/16/2024 20:03,,1/16/2024 20:03,-2,No response,1/16/2024 20:03,Inactive,Active,0
120,1/16/2024 20:06,Off Mode,8.3,77.2,0,1/16/2024 20:05,0.000048,1/16/2024 20:05,0,1/16/2024 20:04,-1,1/16/2024 20:04,,1/16/2024 20:04,-2,No response,1/16/2024 20:05,Inactive,Active,0
121,1/16/2024 20:08,Off Mode,8,79.4,0,1/16/2024 20:06,0.000046,1/16/2024 20:06,0,1/16/2024 20:06,-1,1/16/2024 20:06,,1/16/2024 20:06,-2,No response,1/16/2024 20:06,Inactive,Active,0
122,1/16/2024 20:09,Off Mode,7.8,80.7,0,1/16/2024 20:08,0.000046,1/16/2024 20:08,0,1/16/2024 20:08,-1,1/16/2024 20:08,,1/16/2024 20:08,-2,No response,1/16/2024 20:08,Inactive,Active,0
123,1/16/2024 20:11,Off Mode,7.7,81.4,0,1/16/2024 20:10,0.000042,1/16/2024 20:10,0,1/16/2024 20:10,-1,1/16/2024 20:10,,1/16/2024 20:10,-2,No response,1/16/2024 20:10,Inactive,Active,0
124,1/16/2024 20:13,Off Mode,7.5,82,0,1/16/2024 20:12,0.000045,1/16/2024 20:12,0,1/16/2024 20:11,-1,1/16/2024 20:11,,1/16/2024 20:11,-2,No response,1/16/2024 20:12,Inactive,Active,0
125,1/16/2024 20:15,Off Mode,7.4,82.3,0,1/16/2024 20:13,0.000043,1/16/2024 20:13,0,1/16/2024 20:13,-1,1/16/2024 20:13,,1/16/2024 20:13,-2,No response,1/16/2024 20:13,Inactive,Active,0
126,1/16/2024 20:16,Off Mode,7.3,82.6,0,1/16/2024 20:15,0.000046,1/16/2024 20:15,0,1/16/2024 20:15,-1,1/16/2024 20:15,,1/16/2024 20:15,-2,No response,1/16/2024 20:15,Inactive,Active,0
127,1/16/2024 20:18,Off Mode,7.2,82.8,0,1/16/2024 20:17,0.000043,1/16/2024 20:17,0,1/16/2024 20:16,-1,1/16/2024 20:16,,1/16/2024 20:16,-2,No response,1/16/2024 20:17,Inactive,Active,0
128,1/16/2024 20:20,Off Mode,7.2,82.8,0,1/16/2024 20:18,0.000041,1/16/2024 20:18,0,1/16/2024 20:18,-1,1/16/2024 20:18,,1/16/2024 20:18,-2,No response,1/16/2024 20:18,Inactive,Active,0
129,1/16/2024 20:21,Off Mode,7.1,82.8,0,1/16/2024 20:20,0.000041,1/16/2024 20:20,0,1/16/2024 20:20,-1,1/16/2024 20:20,,1/16/2024 20:20,-2,No response,1/16/2024 20:20,Inactive,Active,0
130,1/16/2024 20:23,Off Mode,7.1,82.8,0,1/16/2024 20:22,0.000043,1/16/2024 20:22,0,1/16/2024 20:22,-1,1/16/2024 20:22,,1/16/2024 20:22,-2,No response,1/16/2024 20:22,Inactive,Active,0
131,1/16/2024 20:25,Off Mode,7.1,82.9,0,1/16/2024 20:24,0.000049,1/16/2024 20:24,0,1/16/2024 20:23,-1,1/16/2024 20:23,,1/16/2024 20:23,-2,No response,1/16/2024 20:24,Inactive,Active,0
132,1/16/2024 20:27,Off Mode,7,82.9,0,1/16/2024 20:25,0.000044,1/16/2024 20:25,0,1/16/2024 20:25,-1,1/16/2024 20:25,,1/16/2024 20:25,-2,No response,1/16/2024 20:25,Inactive,Active,0
133,1/16/2024 20:28,Off Mode,7,82.9,0,1/16/2024 20:27,0.000045,1/16/2024 20:27,0,1/16/2024 20:27,-1,1/16/2024 20:27,,1/16/2024 20:27,-2,No response,1/16/2024 20:27,Inactive,Active,0
134,1/16/2024 20:30,Off Mode,6.9,83,0,1/16/2024 20:29,0.000043,1/16/2024 20:29,0,1/16/2024 20:28,-1,1/16/2024 20:28,,1/16/2024 20:28,-2,No response,1/16/2024 20:29,Inactive,Active,0
135,1/16/2024 20:32,Off Mode,6.9,83,0,1/16/2024 20:31,0.000045,1/16/2024 20:31,0,1/16/2024 20:30,-1,1/16/2024 20:30,,1/16/2024 20:30,-2,No response,1/16/2024 20:30,Inactive,Active,0
136,1/16/2024 20:33,Off Mode,6.9,83,0,1/16/2024 20:32,0.000046,1/16/2024 20:32,0,1/16/2024 20:32,-1,1/16/2024 20:32,,1/16/2024 20:32,-2,No response,1/16/2024 20:32,Inactive,Active,0
137,1/16/2024 20:35,Off Mode,6.8,83.1,0,1/16/2024 20:34,0.000045,1/16/2024 20:34,0,1/16/2024 20:34,-1,1/16/2024 20:34,,1/16/2024 20:34,-2,No response,1/16/2024 20:34,Inactive,Active,0
138,1/16/2024 20:37,Off Mode,6.8,83.1,0,1/16/2024 20:36,0.000045,1/16/2024 20:36,0,1/16/2024 20:35,-1,1/16/2024 20:35,,1/16/2024 20:35,-2,No response,1/16/2024 20:36,Inactive,Active,0
139,1/16/2024 20:39,Off Mode,6.7,83.1,0,1/16/2024 20:37,0.000045,1/16/2024 20:37,0,1/16/2024 20:37,-1,1/16/2024 20:37,,1/16/2024 20:37,-2,No response,1/16/2024 20:37,Inactive,Active,0
140,1/16/2024 20:40,Off Mode,6.7,83.2,0,1/16/2024 20:39,0.000045,1/16/2024 20:39,0,1/16/2024 20:39,-1,1/16/2024 20:39,,1/16/2024 20:39,-2,No response,1/16/2024 20:39,Inactive,Active,0
141,1/16/2024 20:42,Off Mode,6.7,83.2,0,1/16/2024 20:41,0.000046,1/16/2024 20:41,0,1/16/2024 20:41,-1,1/16/2024 20:40,,1/16/2024 20:40,-2,No response,1/16/2024 20:41,Inactive,Active,0
142,1/16/2024 20:44,Wake Mode,6.6,83.3,8,1/16/2024 20:43,0.20305,1/16/2024 20:43,0,1/16/2024 20:43,0,1/16/2024 20:42,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:42,0,Default Value,1/16/2024 20:43,Inactive,Active,1
143,1/16/2024 20:45,Wake Mode,6.6,83.3,8,1/16/2024 20:44,0.380432,1/16/2024 20:44,0,1/16/2024 20:43,0,1/16/2024 20:42,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:42,0,Default Value,1/16/2024 20:43,Inactive,Active,50
144,1/16/2024 20:47,Wake Mode,6.5,83.3,8,1/16/2024 20:46,0.554561,1/16/2024 20:46,0,1/16/2024 20:43,0,1/16/2024 20:42,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:42,0,Default Value,1/16/2024 20:43,Inactive,Active,100
145,1/16/2024 20:49,Off Mode,6.5,83.4,0,1/16/2024 20:48,0.000044,1/16/2024 20:48,0,1/16/2024 20:47,-1,1/16/2024 20:47,,1/16/2024 20:47,-2,No response,1/16/2024 20:47,Inactive,Active,0
146,1/16/2024 20:51,Wake Mode,6.5,83.4,16,1/16/2024 20:49,0.170652,1/16/2024 20:49,0,1/16/2024 20:49,0,1/16/2024 20:49,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:49,0,Default Value,1/16/2024 20:49,Inactive,Active,1
147,1/16/2024 20:52,Wake Mode,6.4,83.4,16,1/16/2024 20:51,0.251076,1/16/2024 20:51,0,1/16/2024 20:49,0,1/16/2024 20:49,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:49,0,Default Value,1/16/2024 20:49,Inactive,Active,50
148,1/16/2024 20:53,Wake Mode,6.4,83.4,16,1/16/2024 20:52,0.337008,1/16/2024 20:52,0,1/16/2024 20:49,0,1/16/2024 20:49,921B07 - 954A07 - 900300 - DF0000 - ,1/16/2024 20:49,0,Default Value,1/16/2024 20:49,Inactive,Active,100
149,1/16/2024 20:56,Off Mode,6.4,83.3,0,1/16/2024 20:54,0.000043,1/16/2024 20:54,0,1/16/2024 20:54,-1,1/16/2024 20:54,,1/16/2024 20:54,-2,No response,1/16/2024 20:54,Inactive,Active,0
150,1/16/2024 20:57,Off Mode,6.1,81,0,1/16/2024 20:56,0.000046,1/16/2024 20:56,0,1/16/2024 20:56,-1,1/16/2024 20:56,,1/16/2024 20:56,-2,No response,1/16/2024 20:56,Inactive,Active,0
151,1/16/2024 20:59,Off Mode,5.5,77.9,0,1/16/2024 20:58,0.000044,1/16/2024 20:58,0,1/16/2024 20:57,-1,1/16/2024 20:57,,1/16/2024 20:57,-2,No response,1/16/2024 20:58,Inactive,Active,0
152,1/16/2024 21:01,Off Mode,5,74.5,0,1/16/2024 20:59,0.000047,1/16/2024 20:59,0,1/16/2024 20:59,-1,1/16/2024 20:59,,1/16/2024 20:59,-2,No response,1/16/2024 20:59,Inactive,Active,0
153,1/16/2024 21:02,Off Mode,4.5,71.2,0,1/16/2024 21:01,0.000041,1/16/2024 21:01,0,1/16/2024 21:01,-1,1/16/2024 21:01,,1/16/2024 21:01,-2,No response,1/16/2024 21:01,Inactive,Active,0
154,1/16/2024 21:04,Off Mode,4.2,67.8,0,1/16/2024 21:03,0.000043,1/16/2024 21:03,0,1/16/2024 21:03,-1,1/16/2024 21:02,,1/16/2024 21:02,-2,No response,1/16/2024 21:03,Inactive,Active,0
155,1/16/2024 21:06,Off Mode,4.1,64.3,0,1/16/2024 21:05,0.00004,1/16/2024 21:05,0,1/16/2024 21:04,-1,1/16/2024 21:04,,1/16/2024 21:04,-2,No response,1/16/2024 21:04,Inactive,Active,0
156,1/16/2024 21:08,Off Mode,4,60.9,0,1/16/2024 21:06,0.000044,1/16/2024 21:06,0,1/16/2024 21:06,-1,1/16/2024 21:06,,1/16/2024 21:06,-2,No response,1/16/2024 21:06,Inactive,Active,0
157,1/16/2024 21:09,Off Mode,3.9,57.6,0,1/16/2024 21:08,0.000047,1/16/2024 21:08,0,1/16/2024 21:08,-1,1/16/2024 21:08,,1/16/2024 21:08,-2,No response,1/16/2024 21:08,Inactive,Active,0
158,1/16/2024 21:11,Off Mode,3.9,54,0,1/16/2024 21:10,0.000046,1/16/2024 21:10,0,1/16/2024 21:09,-1,1/16/2024 21:09,,1/16/2024 21:09,-2,No response,1/16/2024 21:10,Inactive,Active,0
159,1/16/2024 21:13,Off Mode,3.9,50.7,0,1/16/2024 21:11,0.000042,1/16/2024 21:11,0,1/16/2024 21:11,-1,1/16/2024 21:11,,1/16/2024 21:11,-2,No response,1/16/2024 21:11,Inactive,Active,0
160,1/16/2024 21:14,Off Mode,4,47.3,0,1/16/2024 21:13,0.000043,1/16/2024 21:13,0,1/16/2024 21:13,-1,1/16/2024 21:13,,1/16/2024 21:13,-2,No response,1/16/2024 21:13,Inactive,Active,0
161,1/16/2024 21:16,Off Mode,4.1,43.8,0,1/16/2024 21:15,0.000044,1/16/2024 21:15,0,1/16/2024 21:15,-1,1/16/2024 21:15,,1/16/2024 21:15,-2,No response,1/16/2024 21:15,Inactive,Active,0
162,1/16/2024 21:18,Off Mode,4.3,40.4,0,1/16/2024 21:17,0.000041,1/16/2024 21:17,0,1/16/2024 21:16,-1,1/16/2024 21:16,,1/16/2024 21:16,-2,No response,1/16/2024 21:16,Inactive,Active,0
163,1/16/2024 21:20,Off Mode,4.5,37,0,1/16/2024 21:18,0.000045,1/16/2024 21:18,0,1/16/2024 21:18,-1,1/16/2024 21:18,,1/16/2024 21:18,-2,No response,1/16/2024 21:18,Inactive,Active,0
164,1/16/2024 21:21,Off Mode,4.8,33.6,0,1/16/2024 21:20,0.000042,1/16/2024 21:20,0,1/16/2024 21:20,-1,1/16/2024 21:20,,1/16/2024 21:20,-2,No response,1/16/2024 21:20,Inactive,Active,0
165,1/16/2024 21:23,Off Mode,5,30.2,0,1/16/2024 21:22,0.000045,1/16/2024 21:22,0,1/16/2024 21:21,-1,1/16/2024 21:21,,1/16/2024 21:21,-2,No response,1/16/2024 21:22,Inactive,Active,0
166,1/16/2024 21:25,Off Mode,5.2,26.8,0,1/16/2024 21:23,0.000045,1/16/2024 21:23,0,1/16/2024 21:23,-1,1/16/2024 21:23,,1/16/2024 21:23,-2,No response,1/16/2024 21:23,Inactive,Active,0
167,1/16/2024 21:26,Off Mode,5.5,24.7,0,1/16/2024 21:25,0.000043,1/16/2024 21:25,0,1/16/2024 21:25,-1,1/16/2024 21:25,,1/16/2024 21:25,-2,No response,1/16/2024 21:25,Inactive,Active,0
168,1/16/2024 21:28,Off Mode,5.6,23.1,0,1/16/2024 21:27,0.000045,1/16/2024 21:27,0,1/16/2024 21:27,-1,1/16/2024 21:27,,1/16/2024 21:27,-2,No response,1/16/2024 21:27,Inactive,Active,0
169,1/16/2024 21:30,Off Mode,5.7,22.4,0,1/16/2024 21:29,0.000043,1/16/2024 21:29,0,1/16/2024 21:28,-1,1/16/2024 21:28,,1/16/2024 21:28,-2,No response,1/16/2024 21:28,Inactive,Active,0
170,1/16/2024 21:32,Off Mode,5.8,22,0,1/16/2024 21:30,0.000046,1/16/2024 21:30,0,1/16/2024 21:30,-1,1/16/2024 21:30,,1/16/2024 21:30,-2,No response,1/16/2024 21:30,Inactive,Active,0
171,1/16/2024 21:33,Off Mode,5.9,21.9,0,1/16/2024 21:32,0.000046,1/16/2024 21:32,0,1/16/2024 21:32,-1,1/16/2024 21:32,,1/16/2024 21:32,-2,No response,1/16/2024 21:32,Inactive,Active,0
172,1/16/2024 21:35,Off Mode,6.1,21.8,0,1/16/2024 21:34,0.00005,1/16/2024 21:34,0,1/16/2024 21:33,-1,1/16/2024 21:33,,1/16/2024 21:33,-2,No response,1/16/2024 21:34,Inactive,Active,0
173,1/16/2024 21:37,Off Mode,6.2,21.8,0,1/16/2024 21:35,0.000042,1/16/2024 21:35,0,1/16/2024 21:35,-1,1/16/2024 21:35,,1/16/2024 21:35,-2,No response,1/16/2024 21:35,Inactive,Active,0
174,1/16/2024 21:38,Off Mode,6.3,21.8,0,1/16/2024 21:37,0.000044,1/16/2024 21:37,0,1/16/2024 21:37,-1,1/16/2024 21:37,,1/16/2024 21:37,-2,No response,1/16/2024 21:37,Inactive,Active,0
175,1/16/2024 21:40,Off Mode,6.5,21.6,0,1/16/2024 21:39,0.000043,1/16/2024 21:39,0,1/16/2024 21:39,-1,1/16/2024 21:39,,1/16/2024 21:39,-2,No response,1/16/2024 21:39,Inactive,Active,0
176,1/16/2024 21:42,Off Mode,7.2,21.8,0,1/16/2024 21:41,0.000045,1/16/2024 21:41,0,1/16/2024 21:40,-1,1/16/2024 21:40,,1/16/2024 21:40,-2,No response,1/16/2024 21:40,Inactive,Active,0
177,1/16/2024 21:44,Off Mode,7.9,21.9,0,1/16/2024 21:42,0.000043,1/16/2024 21:42,0,1/16/2024 21:42,-1,1/16/2024 21:42,,1/16/2024 21:42,-2,No response,1/16/2024 21:42,Inactive,Active,0
178,1/16/2024 21:45,Off Mode,8.2,22,0,1/16/2024 21:44,0.000047,1/16/2024 21:44,0,1/16/2024 21:44,-1,1/16/2024 21:44,,1/16/2024 21:44,-2,No response,1/16/2024 21:44,Inactive,Active,0
179,1/16/2024 21:47,Off Mode,8,22,0,1/16/2024 21:46,0.000046,1/16/2024 21:46,0,1/16/2024 21:45,-1,1/16/2024 21:45,,1/16/2024 21:45,-2,No response,1/16/2024 21:46,Inactive,Active,0
180,1/16/2024 21:49,Off Mode,7.8,21.9,0,1/16/2024 21:47,0.000044,1/16/2024 21:47,0,1/16/2024 21:47,-1,1/16/2024 21:47,,1/16/2024 21:47,-2,No response,1/16/2024 21:47,Inactive,Active,0
181,1/16/2024 21:50,Off Mode,7.6,21.9,0,1/16/2024 21:49,0.000043,1/16/2024 21:49,0,1/16/2024 21:49,-1,1/16/2024 21:49,,1/16/2024 21:49,-2,No response,1/16/2024 21:49,Inactive,Active,0
182,1/16/2024 21:52,Off Mode,7.6,22,0,1/16/2024 21:51,0.000042,1/16/2024 21:51,0,1/16/2024 21:51,-1,1/16/2024 21:51,,1/16/2024 21:51,-2,No response,1/16/2024 21:51,Inactive,Active,0
183,1/16/2024 21:54,Off Mode,7.9,22,0,1/16/2024 21:53,0.000045,1/16/2024 21:53,0,1/16/2024 21:52,-1,1/16/2024 21:52,,1/16/2024 21:52,-2,No response,1/16/2024 21:53,Inactive,Active,0
184,1/16/2024 21:56,Off Mode,8.2,22,0,1/16/2024 21:54,0.000043,1/16/2024 21:54,0,1/16/2024 21:54,-1,1/16/2024 21:54,,1/16/2024 21:54,-2,No response,1/16/2024 21:54,Inactive,Active,0
185,1/16/2024 21:57,Off Mode,8.4,22.1,0,1/16/2024 21:56,0.000046,1/16/2024 21:56,0,1/16/2024 21:56,-1,1/16/2024 21:56,,1/16/2024 21:56,-2,No response,1/16/2024 21:56,Inactive,Active,0
186,1/16/2024 21:59,Off Mode,8.6,22,0,1/16/2024 21:58,0.000043,1/16/2024 21:58,0,1/16/2024 21:57,-1,1/16/2024 21:57,,1/16/2024 21:57,-2,No response,1/16/2024 21:58,Inactive,Active,0
187,1/16/2024 22:01,Off Mode,8.8,22,0,1/16/2024 21:59,0.000043,1/16/2024 21:59,0,1/16/2024 21:59,-1,1/16/2024 21:59,,1/16/2024 21:59,-2,No response,1/16/2024 21:59,Inactive,Active,0
188,1/16/2024 22:02,Off Mode,9.1,22.1,0,1/16/2024 22:01,0.000046,1/16/2024 22:01,0,1/16/2024 22:01,-1,1/16/2024 22:01,,1/16/2024 22:01,-2,No response,1/16/2024 22:01,Inactive,Active,0
189,1/16/2024 22:04,Off Mode,9.4,22.1,0,1/16/2024 22:03,0.000043,1/16/2024 22:03,0,1/16/2024 22:03,-1,1/16/2024 22:03,,1/16/2024 22:03,-2,No response,1/16/2024 22:03,Inactive,Active,0
190,1/16/2024 22:06,Off Mode,9.7,22.1,0,1/16/2024 22:05,0.000043,1/16/2024 22:05,0,1/16/2024 22:04,-1,1/16/2024 22:04,,1/16/2024 22:04,-2,No response,1/16/2024 22:05,Inactive,Active,0
191,1/16/2024 22:08,Off Mode,9.9,22.1,0,1/16/2024 22:06,0.000046,1/16/2024 22:06,0,1/16/2024 22:06,-1,1/16/2024 22:06,,1/16/2024 22:06,-2,No response,1/16/2024 22:06,Inactive,Active,0
192,1/16/2024 22:09,Off Mode,10,22.1,0,1/16/2024 22:08,0.000043,1/16/2024 22:08,0,1/16/2024 22:08,-1,1/16/2024 22:08,,1/16/2024 22:08,-2,No response,1/16/2024 22:08,Inactive,Active,0
193,1/16/2024 22:11,Off Mode,10.1,22.1,0,1/16/2024 22:10,0.000043,1/16/2024 22:10,0,1/16/2024 22:09,-1,1/16/2024 22:09,,1/16/2024 22:09,-2,No response,1/16/2024 22:10,Inactive,Active,0
194,1/16/2024 22:13,Off Mode,10.4,22.1,0,1/16/2024 22:11,0.000042,1/16/2024 22:11,0,1/16/2024 22:11,-1,1/16/2024 22:11,,1/16/2024 22:11,-2,No response,1/16/2024 22:11,Inactive,Active,0
195,1/16/2024 22:14,Off Mode,10.8,22.1,0,1/16/2024 22:13,0.000047,1/16/2024 22:13,0,1/16/2024 22:13,-1,1/16/2024 22:13,,1/16/2024 22:13,-2,No response,1/16/2024 22:13,Inactive,Active,0
196,1/16/2024 22:16,Off Mode,11.2,22.1,0,1/16/2024 22:15,0.000043,1/16/2024 22:15,0,1/16/2024 22:15,-1,1/16/2024 22:15,,1/16/2024 22:15,-2,No response,1/16/2024 22:15,Inactive,Active,0
197,1/16/2024 22:18,Off Mode,11.3,22.1,0,1/16/2024 22:17,0.000044,1/16/2024 22:17,0,1/16/2024 22:16,-1,1/16/2024 22:16,,1/16/2024 22:16,-2,No response,1/16/2024 22:17,Inactive,Active,0
198,1/16/2024 22:20,Off Mode,11.5,22.1,0,1/16/2024 22:18,0.000043,1/16/2024 22:18,0,1/16/2024 22:18,-1,1/16/2024 22:18,,1/16/2024 22:18,-2,No response,1/16/2024 22:18,Inactive,Active,0
199,1/16/2024 22:21,Off Mode,11.6,22.1,0,1/16/2024 22:20,0.000047,1/16/2024 22:20,0,1/16/2024 22:20,-1,1/16/2024 22:20,,1/16/2024 22:20,-2,No response,1/16/2024 22:20,Inactive,Active,0
200,1/16/2024 22:23,Off Mode,11.8,22.1,0,1/16/2024 22:22,0.000044,1/16/2024 22:22,0,1/16/2024 22:21,-1,1/16/2024 22:21,,1/16/2024 22:21,-2,No response,1/16/2024 22:22,Inactive,Active,0
201,1/16/2024 22:25,Off Mode,12,22.1,0,1/16/2024 22:23,0.000045,1/16/2024 22:23,0,1/16/2024 22:23,-1,1/16/2024 22:23,,1/16/2024 22:23,-2,No response,1/16/2024 22:23,Inactive,Active,0
